date, pm25, pm10, o3, no2, so2, co
2023/6/23, 110, 21, , 4, 1, 1
2023/6/24, 52, 10, , 3, 2, 3
2023/6/25, 39, 21, , 4, 3, 4
2023/6/26, 63, 32, , 4, 3, 4
2023/6/27, 73, 36, , 6, 3, 4
2023/6/28, 88, 22, , 5, 4, 2
2023/6/29, 61, 18, , 2, 3, 2
2023/6/30, 55, 20, , 2, 3, 2
2023/1/2, 86, 54, 37, 18, 3, 6
2023/1/3, 103, 63, 46, 17, 5, 8
2023/1/4, 139, 65, 38, 18, 3, 7
2023/1/5, 142, 90, 45, 21, 3, 7
2023/1/6, 169, 121, 52, 22, 5, 9
2023/1/7, 192, 97, 40, 31, 7, 10
2023/1/8, 171, 87, 35, 21, 4, 6
2023/1/9, 147, 34, 33, 15, 3, 3
2023/1/10, 58, 38, 34, 13, 3, 3
2023/1/11, 75, 41, 26, 11, 3, 3
2023/1/12, 88, 57, 22, 15, 4, 7
2023/1/13, 130, 40, 27, 5, 3, 3
2023/1/14, 71, 36, 28, 5, 3, 3
2023/1/15, 65, 54, 30, 8, 4, 5
2023/1/16, 97, 53, 35, 11, 3, 5
2023/1/17, 116, 83, 37, 12, 4, 6
2023/1/18, 159, 90, 41, 12, 4, 6
2023/1/19, 156, 75, 30, 6, 3, 3
2023/1/20, 105, 50, 36, 3, 2, 2
2023/1/21, 68, 41, 33, 2, 3, 2
2023/1/22, 101, 47, 28, 3, 2, 3
2023/1/23, 106, 30, 28, 1, 2, 4
2023/1/24, 66, 24, 31, 2, 3, 4
2023/1/25, 60, 51, 28, 6, 4, 6
2023/1/26, 121, 69, 21, 7, 4, 7
2023/1/27, 114, 68, , 7, 4, 5
2023/1/28, 121, 62, , 8, 4, 5
2023/1/29, 116, 72, , 14, 4, 6
2023/1/30, 154, 80, , 19, 5, 8
2023/1/31, 162, 74, , 14, 3, 5
2023/2/1, 124, 42, , 5, 2, 2
2023/2/2, 57, 40, , 9, 3, 4
2023/2/3, 55, 54, , 14, 3, 4
2023/2/4, 96, 60, , 10, 3, 5
2023/2/5, 125, 39, , 7, 3, 4
2023/2/6, 96, 49, 42, 7, 2, 3
2023/2/7, 100, 60, 43, 7, 3, 5
2023/2/8, 118, 29, 40, 5, 3, 3
2023/2/9, 58, 25, 36, 7, 2, 3
2023/2/10, 51, 24, 40, 7, 3, 3
2023/2/11, 50, 18, 42, 5, 3, 4
2023/2/12, 55, 43, 39, 4, 3, 4
2023/2/13, 83, 28, 36, 4, 2, 3
2023/2/14, 54, 43, 35, 8, 3, 3
2023/2/15, 70, 46, 44, 12, 3, 4
2023/2/16, 84, 46, 33, 9, 3, 4
2023/2/17, 93, 70, 24, 17, 4, 6
2023/2/18, 139, 74, , 11, 3, 6
2023/2/19, 130, 63, , 11, 5, 6
2023/2/20, 117, 32, 34, 6, 1, 3
