date, pm10, o3, no2, so2, co
2022/12/15, 121, 26, 11, 16, 6
2022/12/16, 45, 19, 25, 26, 11
2022/12/17, 62, 11, 60, 72, 35
2022/12/18, 165, 7, 39, 49, 24
2022/12/19, 127, 11, 23, 39, 16
2022/12/20, 106, 8, 38, 57, 28
2022/12/21, 125, 7, 54, 84, 31
2022/12/22, 145, 4, 94, 90, 39
2022/12/23, 203, 19, 45, 86, 38
2022/12/24, 146, 18, 9, 22, 6
2022/12/25, 38, 19, 10, 12, 7
2022/12/26, 31, 15, 28, 32, 11
2022/12/27, 89, 4, 83, 100, 38
2022/12/28, 205, 6, 85, 118, 38
2022/12/29, 219, 3, 102, 124, 38
2022/12/30, 234, 5, 82, 114, 39
2022/12/31, 208, 5, 75, 122, 37
2023/1/1, 231, 8, 52, 100, 34
2022/7/1, 105, 45, , 1, 3
2022/7/2, 126, 36, , 1, 4
2022/7/3, 127, 15, , 1, 4
2022/7/4, 72, 31, , 1, 4
2022/7/5, 84, 25, , 1, 4
2022/7/6, 159, 28, , 2, 2
2022/7/7, 109, 21, , 1, 12
2022/7/8, 113, 26, , 1, 18
2022/7/9, 187, 29, , 1, 2
2022/7/10, 100, 30, , , 2
2022/7/11, 41, 19, , 1, 1
2022/7/12, 33, 29, , 1, 1
2022/7/13, 69, 31, , 1, 1
2022/7/14, 60, 23, , 1, 1
2022/7/15, 29, 22, , 2, 2
2022/7/16, 29, 30, , 1, 2
2022/7/17, 64, 36, , 2, 2
2022/7/18, 47, 41, , 1, 1
2022/7/19, 60, 38, , 1, 4
2022/7/20, 67, 21, , 1, 5
2022/7/21, 50, 16, , 1, 2
2022/7/22, 19, 19, , , 
2022/7/23, 24, 24, , , 3
2022/7/24, 76, 22, , 1, 9
2022/7/25, 75, 17, , 1, 11
2022/7/26, 59, 23, , 1, 3
2022/7/27, 35, 9, , 2, 4
2022/7/28, 33, 23, , 1, 4
2022/7/29, 29, 29, , 1, 5
2022/7/30, 28, 32, , 1, 3
2022/7/31, 54, 26, , 1, 1
2022/8/1, 73, 29, , , 2
2022/8/2, 116, 11, , 1, 2
2022/8/3, 104, 22, , 1, 3
2022/8/4, 61, 21, , , 4
2022/8/5, 67, 18, , , 4
2022/8/6, 35, 9, , , 1
2022/8/7, 49, , , , 
2022/8/10, 49, 18, , 1, 3
2022/8/11, 83, 22, , 1, 4
2022/8/12, 103, 9, , 1, 3
2022/8/13, 59, 8, , 1, 4
2022/8/14, 17, 24, , 1, 3
2022/8/15, 56, 26, , 1, 2
2022/8/16, 78, 20, , 1, 3
2022/8/17, 97, 19, , 8, 2
2022/8/18, 33, 25, , 1, 2
2022/8/19, 50, 25, , 1, 3
2022/8/20, 72, 19, , 1, 2
2022/8/21, 27, 19, , , 5
2022/8/22, 53, 11, , , 3
2022/8/23, 43, 19, , , 3
2022/8/24, 33, 19, , 1, 3
2022/8/25, 73, 18, , 1, 5
2022/8/26, 73, 23, , 1, 2
2022/8/27, 65, 17, , 1, 3
2022/8/28, 23, 11, , 1, 5
2022/8/29, 30, 17, , 1, 5
2022/8/30, 58, 23, , 1, 2
2022/8/31, 77, 17, , 1, 4
2022/9/1, 99, 23, , 2, 3
2022/9/2, 88, 29, , 3, 2
2022/9/3, 99, 20, , 1, 2
2022/9/4, 49, 24, , 1, 2
2022/9/5, 73, 17, , 3, 4
2022/9/6, 105, 21, , 5, 3
2022/9/7, 132, 21, , 2, 2
2022/9/8, 131, 30, , 5, 2
2022/9/9, 135, 19, , 4, 3
2022/9/10, 145, 22, , 3, 2
2022/9/11, 100, 32, , 1, 2
2022/9/12, 113, 20, , 3, 3
2022/9/13, 158, 31, , 1, 2
2022/9/14, 85, 16, , 7, 1
2022/9/15, 70, 17, , 1, 1
2022/9/16, 54, 22, , 1, 3
2022/9/17, 68, 19, , 1, 4
2022/9/18, 126, 23, , 2, 4
2022/9/19, 92, 23, , 5, 4
2022/9/20, 105, 22, , 2, 5
2022/9/21, 89, 23, , 2, 3
2022/9/22, 41, 15, , 7, 5
2022/9/23, 111, 15, , 2, 6
2022/9/24, 139, 25, , 2, 5
2022/9/25, 97, 17, , 6, 5
2022/9/26, 118, 15, , 7, 6
2022/9/27, 133, 25, , 4, 3
2022/9/28, 143, 16, , 5, 4
2022/9/29, 76, 20, , 2, 3
2022/9/30, 53, 14, , 2, 4
2022/4/1, 76, 11, , 9, 
2022/4/2, 73, 11, , 8, 
2022/4/3, 75, 12, , 6, 
2022/4/4, 85, 11, , 8, 
2022/4/5, 52, 10, , 7, 
2022/4/6, 75, 27, , 12, 1
2022/4/7, 111, 31, , 14, 4
2022/4/8, 96, 33, , 9, 5
2022/4/9, 365, 26, , 8, 4
2022/4/10, 42, 32, , 6, 5
2022/4/11, 44, 27, , 9, 7
2022/4/12, 59, 23, , 10, 9
2022/4/14, 27, 28, , 10, 12
2022/4/15, 75, 29, , 11, 8
2022/4/16, 66, 32, , 11, 9
2022/4/17, 75, 27, , 17, 9
2022/4/18, 85, 34, , 12, 7
2022/4/19, 90, 27, , 9, 7
2022/4/20, 106, 31, , 9, 7
2022/4/21, 63, 32, , 10, 11
2022/4/22, 168, 31, , 9, 10
2022/4/23, 87, 33, , 9, 25
2022/4/24, 58, 32, , 6, 5
2022/4/25, 101, 29, , 7, 10
2022/4/26, 47, 29, , 9, 9
2022/4/27, 65, 29, , 9, 6
2022/4/28, 86, 31, , 12, 11
2022/4/29, 98, 34, , 9, 10
2022/4/30, 92, 29, , 10, 7
2022/5/1, 85, 35, , 8, 5
2022/5/2, 92, 34, , 8, 3
2022/5/3, 103, 27, , 7, 5
2022/5/4, 107, 29, , 6, 3
2022/5/5, 78, 31, , 5, 6
2022/5/6, 55, 31, , 4, 4
2022/5/7, 20, 35, , 6, 13
2022/5/8, 5, 30, , 6, 2
2022/5/9, 12, 31, , 3, 4
2022/5/10, 7, 28, , 4, 9
2022/5/11, 6, 30, , 6, 10
2022/5/12, 36, 28, , 7, 12
2022/5/13, 82, 31, , 6, 7
2022/5/14, 71, 31, , 9, 6
2022/5/15, 84, 37, , 5, 6
2022/5/16, 96, 35, , 6, 9
2022/5/17, 109, 33, , 4, 5
2022/5/18, 95, 30, , 7, 4
2022/5/19, 74, 33, , 4, 2
2022/5/20, 93, 35, , 6, 2
2022/5/21, 80, 27, , 8, 1
2022/5/22, 70, 35, , 6, 3
2022/5/23, 96, 28, , 3, 4
2022/5/24, 61, 32, , 8, 4
2022/5/25, 81, 30, , 7, 5
2022/5/26, 66, 23, , 9, 4
2022/5/27, 92, 18, , 5, 4
2022/5/28, 34, 34, , 2, 3
2022/5/29, 38, 35, , 2, 4
2022/5/30, 65, 32, , 3, 3
2022/5/31, 62, 27, , 7, 3
2022/6/1, 77, 39, , 4, 4
2022/6/2, 94, 27, , 3, 5
2022/6/3, 74, 24, , 3, 4
2022/6/4, 31, 23, , 3, 7
2022/6/5, 52, 32, , 3, 3
2022/6/6, 43, 32, , 4, 3
2022/6/7, 24, 16, , 2, 5
2022/6/8, 31, 30, , 3, 3
2022/6/9, 52, 23, , 2, 4
2022/6/10, 30, 16, , 1, 4
2022/6/11, 17, 27, , 1, 3
2022/6/12, 55, 26, , 2, 5
2022/6/13, 95, 26, , 1, 3
2022/6/14, 91, 22, , 2, 3
2022/6/15, 72, 19, , 2, 3
2022/6/16, 90, 19, , 1, 4
2022/6/17, 95, 30, , 7, 1
2022/6/18, 341, 10, , 1, 3
2022/6/19, 95, 31, , , 4
2022/6/20, 110, 19, , 1, 4
2022/6/21, 183, 35, , 1, 3
2022/6/22, 245, 27, , 4, 2
2022/6/23, 150, 29, , 1, 4
2022/6/24, 133, 21, , 1, 4
2022/6/25, 142, 8, , 1, 3
2022/6/26, 46, , , , 
2022/6/30, 77, 20, , 1, 4
2022/1/3, 96, 2, , 38, 
2022/1/4, 112, 2, , 37, 
2022/1/5, 125, 1, , 44, 
2022/1/6, 158, 1, , 46, 
2022/1/7, 142, 1, , 37, 
2022/1/8, 125, 3, , 33, 
2022/1/9, 108, 2, , 35, 
2022/1/10, 97, 2, , 41, 
2022/1/11, 145, 4, , 23, 
2022/1/12, 79, 1, , 31, 
2022/1/13, 95, 6, , 26, 
2022/1/14, 112, 5, , 26, 
2022/1/15, 89, 3, , 35, 
2022/1/16, 105, 1, , 41, 
2022/1/17, 113, , , 48, 
2022/1/18, 157, 9, , 23, 
2022/1/19, 86, 8, , 18, 
2022/1/20, 74, 1, , 34, 
2022/1/21, 119, 10, , 29, 
2022/1/22, 90, 12, , 12, 
2022/1/23, 49, 6, , 17, 
2022/1/24, 71, 4, , 33, 
2022/1/25, 88, 4, , 27, 
2022/1/26, 86, 2, , 34, 
2022/1/27, 98, 4, , 32, 
2022/1/28, 95, 2, , 32, 
2022/1/29, 93, 7, , 29, 
2022/1/30, 98, 4, , 24, 
2022/1/31, 92, 4, , 30, 
2022/2/1, 98, 7, , 24, 
2022/2/2, 90, 9, , 27, 
2022/2/3, 95, 7, , 34, 
2022/2/4, 109, 8, , 22, 
2022/2/5, 83, 6, , 25, 
2022/2/6, 90, 3, , 30, 
2022/2/7, 100, 4, , 33, 
2022/2/8, 113, 7, , 20, 
2022/2/9, 81, 4, , 16, 
2022/2/10, 79, , , 10, 
2022/2/11, 67, 7, , 18, 
2022/2/12, 83, 7, , 20, 
2022/2/13, 84, 11, , 19, 
2022/2/14, 76, 6, , 22, 
2022/2/15, 85, 9, , 24, 
2022/2/16, 84, 10, , 11, 
2022/2/17, 78, 10, , 16, 
2022/2/18, 85, 9, , 18, 
2022/2/19, 85, 12, , 13, 
2022/2/20, 67, 10, , 16, 
2022/2/21, 72, 7, , 19, 
2022/2/22, 87, 7, , 19, 
2022/2/23, 88, 6, , 19, 
2022/2/24, 93, 11, , 14, 
2022/2/25, 78, 9, , 16, 
2022/2/26, 84, 9, , 16, 
2022/2/27, 78, 13, , 8, 
2022/2/28, 68, , , , 
2022/3/13, 52, 9, , 7, 
2022/3/14, 60, 11, , 3, 
2022/3/15, 59, 10, , 15, 
2022/3/16, 67, 10, , 12, 
2022/3/17, 64, 11, , 5, 
2022/3/18, 62, 12, , 5, 
2022/3/19, 53, 11, , 7, 
2022/3/20, 64, 9, , 11, 
2022/3/21, 70, 10, , 13, 
2022/3/22, 76, 9, , 10, 
2022/3/23, 73, 14, , 5, 
2022/3/24, 63, 12, , 5, 
2022/3/25, 81, 13, , 7, 
2022/3/26, 57, 10, , 10, 
2022/3/27, 66, 9, , 8, 
2022/3/28, 72, 11, , 9, 
2022/3/29, 63, 12, , 7, 
2022/3/30, 50, 9, , 7, 
2022/3/31, 61, 11, , 10, 
2021/10/1, 72, 15, , 1, 
2021/10/2, 56, 11, , , 
2021/10/3, 41, 8, , 2, 
2021/10/4, 68, 11, , 1, 
2021/10/5, 56, 11, , 3, 
2021/10/6, 60, 7, , 3, 
2021/10/7, 69, 4, , 1, 
2021/10/8, 51, , , , 
2021/10/10, 70, 7, , 4, 
2021/10/11, 68, 10, , 4, 
2021/10/12, 83, 9, , 2, 
2021/10/13, 76, 9, , 1, 
2021/10/14, 77, 12, , 2, 
2021/10/15, 54, 7, , 5, 
2021/10/16, 59, 6, , 5, 
2021/10/17, 74, 9, , 5, 
2021/10/18, 78, 5, , 6, 
2021/10/19, 73, 7, , 5, 
2021/10/20, 85, 5, , 8, 
2021/10/21, 77, 7, , 5, 
2021/10/22, 76, 4, , 9, 
2021/10/23, 80, 5, , 7, 
2021/10/24, 80, 8, , 4, 
2021/10/25, 77, 6, , 5, 
2021/10/26, 77, 6, , 5, 
2021/10/27, 73, 3, , 7, 
2021/10/28, 85, 7, , 3, 
2021/10/29, 90, 5, , 5, 
2021/10/30, 73, 7, , 3, 
2021/10/31, 73, 8, , 4, 
2021/11/1, 72, 7, , 5, 
2021/11/2, 70, 2, , 9, 
2021/11/3, 101, 9, , 9, 
2021/11/4, 97, 11, , 3, 
2021/11/5, 60, 7, , 8, 
2021/11/6, 65, 5, , 9, 
2021/11/7, 77, 5, , 10, 
2021/11/8, 79, 6, , 15, 
2021/11/9, 98, 6, , 8, 
2021/11/10, 83, 4, , 10, 
2021/11/11, 83, 4, , 9, 
2021/11/12, 86, 4, , 9, 
2021/11/13, 82, 6, , 12, 
2021/11/14, 91, 4, , 12, 
2021/11/15, 88, 2, , 14, 
2021/11/16, 89, 11, , 10, 
2021/11/17, 81, 4, , 10, 
2021/11/18, 80, 9, , 5, 
2021/11/19, 68, 5, , 6, 
2021/11/20, 58, 11, , 5, 
2021/11/21, 40, 4, , 15, 
2021/11/22, 72, 3, , 22, 
2021/11/23, 83, 2, , 25, 
2021/11/24, 106, 2, , 24, 
2021/11/25, 96, 2, , 25, 
2021/11/26, 91, 5, , 19, 
2021/11/27, 75, 8, , 5, 
2021/11/28, 38, 5, , 12, 
2021/11/29, 70, 5, , 16, 
2021/11/30, 76, 2, , 20, 
2021/12/1, 89, 7, , 18, 
2021/12/2, 77, 2, , 21, 
2021/12/3, 89, 1, , 29, 
2021/12/4, 104, 3, , 22, 
2021/12/5, 100, 1, , 22, 
2021/12/6, 95, 1, , 28, 
2021/12/7, 107, 1, , 30, 
2021/12/8, 119, 1, , 35, 
2021/12/9, 149, 4, , 19, 
2021/12/10, 75, 6, , 12, 
2021/12/11, 64, 4, , 26, 
2021/12/12, 91, 1, , 39, 
2021/12/13, 124, 1, , 37, 
2021/12/14, 149, 7, , 19, 
2021/12/15, 80, 4, , 18, 
2021/12/16, 81, 1, , 28, 
2021/12/17, 93, 1, , 29, 
2021/12/18, 102, 7, , 19, 
2021/12/19, 72, 11, , 12, 
2021/12/20, 63, 1, , 22, 
2021/12/21, 95, 2, , 24, 
2021/12/22, 89, 4, , 13, 
2021/12/23, 76, 2, , 24, 
2021/12/24, 93, 1, , 35, 
2021/12/25, 107, , , 47, 
2021/12/26, 149, , , 48, 
2021/12/27, 139, 1, , 47, 
2021/12/28, 448, 4, , 20, 
2021/12/29, 80, 1, , 35, 
2021/12/30, 106, 5, , 33, 
2021/12/31, 101, 7, , 18, 
2022/1/1, 70, 2, , 29, 
2022/1/2, 85, 2, , 35, 
2021/7/1, 64, 4, , , 
2021/7/2, 48, 9, , , 
2021/7/3, 40, 8, , , 
2021/7/4, 56, 8, , , 
2021/7/5, 61, 15, , , 
2021/7/6, 69, 11, , 1, 
2021/7/7, 80, 18, , 4, 
2021/7/8, 103, 6, , 3, 
2021/7/9, 89, 13, , 4, 
2021/7/10, 55, 12, , 2, 
2021/7/11, 57, 6, , , 
2021/7/12, 49, 11, , , 
2021/7/13, 34, 11, , , 
2021/7/14, 29, 10, , 1, 
2021/7/15, 47, 11, , , 
2021/7/16, 61, 13, , , 
2021/7/17, 40, 13, , 1, 
2021/7/18, 66, 15, , 1, 
2021/7/19, 67, 3, , , 
2021/7/20, 60, 6, , , 
2021/7/21, 52, 14, , , 
2021/7/22, 29, 7, , 1, 
2021/7/23, 57, 9, , 1, 
2021/7/24, 60, 11, , , 
2021/7/25, 63, 12, , , 
2021/7/26, 77, 15, , 1, 
2021/7/27, 79, 15, , , 
2021/7/28, 83, 18, , 1, 
2021/7/29, 79, 14, , , 
2021/7/30, 65, 9, , , 
2021/7/31, 72, 16, , 4, 
2021/8/1, 61, 11, , , 
2021/8/2, 84, 5, , , 
2021/8/3, 2, 9, , , 
2021/8/4, 60, 13, , , 
2021/8/5, 87, 15, , 1, 
2021/8/6, 73, 22, , 1, 
2021/8/7, 69, 8, , , 
2021/8/8, 73, 16, , , 
2021/8/9, 93, 16, , , 
2021/8/10, 105, 17, , 1, 
2021/8/11, 85, 21, , , 
2021/8/12, 76, 16, , 1, 
2021/8/13, 47, 16, , , 
2021/8/14, 30, 14, , 1, 
2021/8/15, 28, 15, , 2, 
2021/8/16, 53, 17, , , 
2021/8/17, 74, 15, , , 
2021/8/18, 38, 12, , , 
2021/8/19, 48, 10, 8, 2, 
2021/8/20, 66, 13, 5, 1, 
2021/8/21, 51, 9, 7, , 
2021/8/22, 26, 6, 4, , 
2021/8/23, 26, 6, 5, , 
2021/8/24, 29, 7, 4, , 
2021/8/25, 49, 6, 4, , 
2021/8/26, 68, 7, 6, , 
2021/8/27, 80, 7, 7, , 
2021/8/28, 84, 13, 5, 4, 
2021/8/29, 62, 13, 6, 2, 
2021/8/30, 79, 16, 7, 2, 
2021/8/31, 70, 12, 7, 1, 
2021/9/1, 67, 11, 7, , 
2021/9/2, 66, 11, 4, 1, 
2021/9/3, 65, 9, 4, , 
2021/9/4, 23, 13, 6, , 
2021/9/5, 39, 13, 6, 1, 
2021/9/6, 48, 10, 6, , 
2021/9/7, 57, 12, 5, , 
2021/9/8, 73, 10, 6, , 
2021/9/9, 67, 9, 8, 2, 
2021/9/10, 66, 6, 6, , 
2021/9/11, 60, 10, 5, 1, 
2021/9/12, 28, 12, 5, , 
2021/9/13, 53, 10, 7, , 
2021/9/14, 55, 12, 7, , 
2021/9/15, 36, 11, 10, 1, 
2021/9/16, 70, 11, 14, , 
2021/9/17, 74, 12, 23, 2, 
2021/9/18, 83, 7, 31, , 
2021/9/19, 52, 10, 47, , 
2021/9/20, 37, 11, 65, , 
2021/9/21, 47, 12, 75, , 
2021/9/22, 74, 9, , , 
2021/9/23, 73, 13, , , 
2021/9/24, 57, 17, , , 
2021/9/25, 58, 10, , , 
2021/9/26, 31, 11, , 1, 
2021/9/27, 52, 14, , 2, 
2021/9/28, 47, 8, , 1, 
2021/9/29, 68, 11, , 1, 
2021/9/30, 73, 10, , 3, 
2021/4/1, 43, 20, 11, 10, 
2021/4/2, 57, 16, 9, 14, 
2021/4/3, 58, 18, 9, 12, 
2021/4/4, 58, 11, 9, 20, 
2021/4/5, 52, 16, 10, 17, 
2021/4/6, 60, 16, 11, 15, 
2021/4/7, 55, 15, 11, 13, 
2021/4/8, 66, 14, 11, 12, 
2021/4/9, 78, 20, 7, 15, 
2021/4/10, 46, 21, 3, 5, 
2021/4/11, 46, 25, 5, 9, 
2021/4/12, 37, 24, 7, 10, 
2021/4/13, 45, 16, 6, 14, 
2021/4/14, 53, 24, 4, 5, 
2021/4/15, 28, 25, 4, 5, 
2021/4/16, 31, 21, 7, 14, 
2021/4/17, 46, 20, 6, 10, 
2021/4/18, 53, 22, 6, 13, 
2021/4/19, 43, 20, 6, 9, 
2021/4/20, 56, 18, 6, 12, 
2021/4/21, 68, 17, 6, 16, 
2021/4/22, 54, 18, 3, 5, 
2021/4/23, 48, 22, 2, 2, 
2021/4/24, 88, 20, 7, 5, 
2021/4/25, 43, 23, 3, 4, 
2021/4/26, 95, 26, 5, 4, 
2021/4/27, 34, 28, 5, 4, 
2021/4/28, 45, 19, 6, 9, 
2021/4/29, 41, 23, 5, 5, 
2021/4/30, 28, 23, 4, 3, 
2021/5/1, 43, 22, 3, 2, 
2021/5/2, 108, 24, 2, 3, 
2021/5/3, 51, 26, 4, 4, 
2021/5/4, 28, 20, 5, 6, 
2021/5/5, 54, 21, 3, 4, 
2021/5/6, 52, 24, 4, 5, 
2021/5/7, 44, 19, 10, 11, 
2021/5/8, 44, 23, 8, 5, 
2021/5/9, 43, 7, 9, 6, 
2021/5/10, 63, , , , 
2021/5/23, 46, 20, 7, 3, 
2021/5/24, 50, 17, 7, 4, 
2021/5/25, 29, 18, 6, 1, 
2021/5/26, 32, 22, 7, 1, 
2021/5/27, 37, 15, 9, 1, 
2021/5/28, 78, 15, 7, 1, 
2021/5/29, 42, 9, 8, , 
2021/5/30, 37, 15, 6, 1, 
2021/5/31, 44, 16, 5, 1, 
2021/6/1, 73, 13, 6, 1, 
2021/6/2, 62, 19, 7, , 
2021/6/3, 72, 16, 9, 1, 
2021/6/4, 73, 17, 7, 3, 
2021/6/5, 63, 18, 4, 1, 
2021/6/6, 83, 8, 4, , 
2021/6/7, 22, 13, 5, , 
2021/6/8, 13, 16, 6, 1, 
2021/6/9, 34, 14, 7, , 
2021/6/10, 70, 14, 7, 1, 
2021/6/11, 72, 16, 7, 1, 
2021/6/12, 73, 18, 6, 1, 
2021/6/13, 35, 14, 6, , 
2021/6/14, 40, 9, 9, 1, 
2021/6/15, 19, 13, 5, , 
2021/6/16, 27, 13, 3, , 
2021/6/17, 31, 16, , 1, 
2021/6/18, 71, 15, , , 
2021/6/19, 84, 14, , 1, 
2021/6/20, 72, 17, , , 
2021/6/21, 65, 15, , , 
2021/6/22, 25, 15, , 1, 
2021/6/23, 51, 13, , , 
2021/6/24, 93, 9, , , 
2021/6/25, 82, 14, , 1, 
2021/6/26, 88, 14, , 1, 
2021/6/27, 106, 16, , , 
2021/6/28, 79, 7, , , 
2021/6/29, 55, 9, , , 
2021/6/30, 38, 6, , , 
2021/1/4, 75, , 2, 36, 
2021/1/5, 69, , 2, 40, 
2021/1/6, 70, , 3, 45, 
2021/1/7, 66, , 3, 37, 
2021/1/8, 52, , 6, 65, 
2021/1/9, 94, , 5, 61, 
2021/1/10, 88, , 6, 66, 
2021/1/11, 97, , 6, 57, 
2021/1/12, 92, , 5, 53, 
2021/1/13, 76, , 5, 67, 
2021/1/14, 107, , 4, 57, 
2021/1/15, 88, , 4, 60, 
2021/1/16, 88, , 4, 56, 
2021/1/17, 85, , 8, 65, 
2021/1/18, 97, , 9, 74, 
2021/1/19, 105, , 15, 87, 
2021/1/20, 311, , 15, 80, 
2021/1/21, 127, , 11, 69, 
2021/1/22, 101, , 11, 71, 
2021/1/23, 102, , 12, 67, 
2021/1/24, 108, , 5, 36, 
2021/1/25, 66, , 6, 53, 
2021/1/26, 80, , 4, 47, 
2021/1/27, 76, , 6, 65, 
2021/1/28, 101, , 5, 50, 
2021/1/29, 93, , 11, 60, 
2021/1/30, 92, , 6, 32, 
2021/1/31, 65, , 3, 37, 
2021/2/1, 63, , 5, 53, 
2021/2/2, 83, , 5, 47, 
2021/2/3, 78, , 9, 59, 
2021/2/4, 92, , 8, 45, 
2021/2/5, 70, , 5, 29, 
2021/2/6, 55, , 8, 48, 
2021/2/7, 83, 4, 11, 57, 
2021/2/8, 97, 4, 13, 60, 
2021/2/9, 95, 6, 15, 64, 
2021/2/10, 123, 24, 6, 27, 
2021/2/11, 58, 20, 6, 31, 
2021/2/12, 66, 16, 4, 39, 
2021/2/13, 61, 19, 3, 39, 
2021/2/14, 67, 23, 3, 33, 
2021/2/15, 70, 20, 3, 36, 
2021/2/16, 60, 9, 7, 53, 
2021/2/17, 81, 15, 8, 52, 
2021/2/18, 84, 19, 8, 41, 
2021/2/19, 61, 12, 11, 41, 
2021/2/20, 76, 22, 4, 15, 
2021/2/21, 37, 16, 7, 28, 
2021/2/22, 63, 12, 8, 41, 
2021/2/23, 80, 13, 8, 30, 
2021/2/24, 72, 8, 12, 37, 
2021/2/25, 81, 15, 7, 24, 
2021/2/26, 96, 21, 4, 13, 
2021/2/27, 47, 17, 6, 27, 
2021/2/28, 70, 14, 5, 34, 
2021/3/1, 75, 8, 7, 46, 
2021/3/2, 85, 12, 9, 28, 
2021/3/3, 74, 18, 8, 20, 
2021/3/4, 52, 13, 8, 34, 
2021/3/5, 64, 11, 9, 43, 
2021/3/6, 82, 11, 8, 31, 
2021/3/7, 70, 13, 9, 30, 
2021/3/8, 74, 13, 9, 26, 
2021/3/9, 71, 14, 10, 29, 
2021/3/10, 62, 17, 7, 19, 
2021/3/11, 53, 14, 11, 27, 
2021/3/12, 78, 14, 11, 24, 
2021/3/13, 74, 28, 13, 30, 
2021/3/14, 188, 28, 5, 11, 
2021/3/15, 44, 17, 7, 18, 
2021/3/16, 74, 20, 4, 9, 
2021/3/17, 51, 22, 4, 8, 
2021/3/18, 71, 23, 4, 8, 
2021/3/19, 52, 22, 5, 14, 
2021/3/20, 59, 14, 6, 19, 
2021/3/21, 62, 13, 10, 28, 
2021/3/22, 81, 17, 9, 24, 
2021/3/23, 69, 17, 10, 20, 
2021/3/27, 95, 23, 8, 12, 
2021/3/28, 58, 14, 9, 16, 
2021/3/29, 70, 17, 9, 14, 
2021/3/30, 68, 12, 10, 21, 
2021/3/31, 64, 14, 10, 12, 
2020/10/1, 22, , 8, 1, 
2020/10/2, 54, , 6, 1, 
2020/10/3, 66, , 9, 2, 
2020/10/4, 65, , 11, 3, 
2020/10/5, 67, , 12, 5, 
2020/10/6, 68, , 13, 4, 
2020/10/7, 73, , 7, 3, 
2020/10/8, 72, , 12, 3, 
2020/10/9, 61, , 7, 1, 
2020/10/10, 70, , 9, 3, 
2020/10/11, 66, , 10, 3, 
2020/10/12, 68, , 12, 8, 
2020/10/13, 70, , 14, 6, 
2020/10/14, 72, , 11, 5, 
2020/10/15, 74, , 10, 5, 
2020/10/16, 67, , 10, 5, 
2020/10/17, 72, , 10, 6, 
2020/10/18, 71, , 12, 8, 
2020/10/19, 86, , 7, 4, 
2020/10/20, 95, , 9, 5, 
2020/10/21, 66, , 11, 11, 
2020/10/22, 71, , 12, 8, 
2020/10/23, 79, , 11, 9, 
2020/10/24, 80, , 10, 7, 
2020/10/25, 77, , 6, 3, 
2020/10/26, 62, , 10, 5, 
2020/10/27, 71, , 11, 7, 
2020/10/28, 75, , 13, 12, 
2020/10/29, 91, , 11, 9, 
2020/10/30, 83, , 7, 3, 
2020/10/31, 46, , 7, 4, 
2020/11/1, 53, , 8, 7, 
2020/11/2, 64, , 10, 9, 
2020/11/3, 69, , 12, 10, 
2020/11/4, 81, , 11, 10, 
2020/11/5, 80, , 7, 7, 
2020/11/6, 72, , 7, 4, 
2020/11/7, 55, , 11, 8, 
2020/11/8, 75, , 13, 10, 
2020/11/9, 80, , 16, 19, 
2020/11/10, 89, 13, 15, 18, 
2020/11/11, 83, 8, 13, 19, 
2020/11/12, 76, 8, 12, 27, 
2020/11/13, 80, 9, 10, 26, 
2020/11/14, 75, 14, 6, 14, 
2020/11/15, 58, 16, 5, 12, 
2020/11/16, 56, 9, 10, 11, 
2020/11/17, 62, 16, 7, 11, 
2020/11/18, 40, 18, 5, 4, 
2020/11/19, 52, 14, 6, 10, 
2020/11/20, 43, 11, 7, 26, 
2020/11/21, 63, 8, 7, 35, 
2020/11/22, 66, 9, 9, 41, 
2020/11/23, 73, 3, 12, 41, 
2020/11/24, 88, 6, 10, 23, 
2020/11/25, 60, 12, 7, 16, 
2020/11/26, 42, 7, 10, 35, 
2020/11/27, 70, 6, 8, 51, 
2020/11/28, 88, 6, 9, 54, 
2020/11/29, 89, 3, 10, 63, 
2020/11/30, 108, 7, 9, 57, 
2020/12/1, 95, 5, 9, 56, 
2020/12/2, 99, 6, 9, 63, 
2020/12/3, 95, 3, 10, 68, 
2020/12/4, 107, 8, 8, 62, 
2020/12/5, 106, 8, 6, 44, 
2020/12/6, 69, 6, 7, 54, 
2020/12/7, 82, 1, 6, 60, 
2020/12/8, 93, , 8, 59, 
2020/12/9, 91, , 7, 53, 
2020/12/10, 83, 17, 6, 56, 
2020/12/11, 86, 25, 6, 56, 
2020/12/12, 86, , 5, 58, 
2020/12/13, 90, , 6, 62, 
2020/12/14, 90, , 7, 73, 
2020/12/15, 115, , 9, 79, 
2020/12/16, 127, , 7, 56, 
2020/12/17, 94, , 7, 63, 
2020/12/18, 97, , 9, 74, 
2020/12/19, 113, , 9, 77, 
2020/12/20, 127, , 12, 87, 
2020/12/21, 253, , 10, 64, 
2020/12/22, 101, , 7, 49, 
2020/12/23, 73, , 8, 67, 
2020/12/24, 104, , 8, 87, 
2020/12/25, 238, , 9, 86, 
2020/12/26, 252, , 4, 44, 
2020/12/27, 69, , 2, 24, 
2020/12/28, 39, , 2, 36, 
2020/12/29, 61, , 3, 46, 
2020/12/30, 71, , 4, 63, 
2020/12/31, 79, , 3, 49, 
2021/1/1, 80, , 4, 54, 
2021/1/2, 79, , 4, 62, 
2021/1/3, 91, , 3, 57, 
2020/7/1, 63, , 5, , 
2020/7/2, 53, , 8, , 
